,Unnamed: 0,barcodeCount,center_x,center_y,fov,leiden,max_x,max_y,min_x,min_y,volume
83430,83430.0,70.0,9193.874987602234,4992.857378903776,1352.0,1.0,9200.689787779003,4998.970179062337,9187.060187425464,4986.744578745216,494.21513635894974
79147,79147.0,91.0,8454.795731596649,5181.047351583839,1264.0,1.0,8459.126531708986,5185.054151687771,8450.464931484312,5177.040551479906,323.3474418946557
51064,51064.0,276.0,5557.188789002596,6813.424293432386,816.0,1.0,5564.111589182168,6819.105093579738,5550.265988823026,6807.743493285029,780.9203536326756
6919,6919.0,64.0,1772.4161405973136,5028.903202518821,169.0,1.0,1775.8289406858387,5033.342002633959,1769.0033405087888,5024.4644024036825,156.56926268251817
52453,52453.0,138.0,5778.306826043875,2478.497348703444,842.0,1.0,5783.015626166016,2483.2601488269866,5773.598025921732,2473.734548579901,479.1895707794517
59152,59152.0,161.0,6334.760455749929,5872.3294043019405,951.0,1.0,6341.575255926698,5880.008204501122,6327.94565557316,5864.6506041027615,626.8542438000162
42612,42612.0,145.0,4960.401146747172,3738.270871926099,696.0,1.0,4965.271946873516,3744.5996720902617,4955.530346620828,3731.942071761936,410.88868243613035
9356,9356.0,126.0,1945.197681285441,3919.659238785505,208.0,1.0,1949.9604814089842,3925.610038939864,1940.4348811618986,3913.7084386311467,490.159563348554
35541,35541.0,68.0,4392.061964947729,5224.990423768759,601.0,1.0,4396.122765053064,5227.809223841876,4388.001164842397,5222.171623695642,192.7382204788956
26394,26394.0,348.0,3584.9227292947467,6515.897898823023,469.0,1.0,3591.467529464513,6522.064698982984,3578.377929124981,6509.731098663062,1025.1645263036025
12370,12370.0,165.0,2461.463660072536,1268.5096697062254,253.0,1.0,2466.2804601974785,1273.5964698381722,2456.646859947592,1263.4228695742786,429.8543474200332
1870,1870.0,436.0,1021.2480186782776,2843.8548286519945,74.0,1.0,1028.2248188592494,2852.235628869385,1014.2712184973061,2835.4740284346044,1156.5874867215784
15768,15768.0,110.0,2579.04324799031,1679.9152215830982,302.0,1.0,2584.130048122257,1684.4080216996372,2573.956447858364,1675.4224214665592,327.27371945834363
38189,38189.0,146.0,4729.994875142351,1810.6394238471985,635.0,1.0,4734.752275265753,1816.914224009961,4725.237475018947,1804.364623684436,649.6887994646303
33300,33300.0,96.0,4163.062200061977,1085.4226781465109,569.0,1.0,4167.2850001715115,1089.8074782602491,4158.8393999524405,1081.0378780327735,267.97452358201303
53237,53237.0,186.0,6105.146930035204,1166.8751993328333,857.0,1.0,6110.395730171353,1171.5299994535744,6099.898129899055,1162.2203992120924,513.2315397454847
49117,49117.0,185.0,5587.038841359316,1547.4012805186212,789.0,1.0,5594.2856415472925,1552.65008065477,5579.792041171341,1542.1524803824725,805.8451565257274
